isa	organic_chemical	interacts_with	treats	disease_or_syndrome;	lipid;	antibiotic
process_of	fungus	produces	produces	drug_delivery_device;	organism_function;	family_group	age_group
part_of	rickettsia_or_chlamydia	complicates	affects	physiologic_function;	anatomical_abnormality;	congenital_abnormality
associated_with	occupation_or_discipline	isa	manifestation_of	mental_process;	social_behavior;	behavior
isa	functional_concept	conceptual_part_of	part_of	fish;	body_system;	fully_formed_anatomical_structure
carries_out	molecular_biology_research_technique	location_of	assesses_effect_of	organism_function;	self_help_or_relief_organization;	laboratory_procedure
process_of	fungus	produces	produces	intellectual_product;	organism_function;	age_group	family_group
exhibits	behavior	causes	manifestation_of	injury_or_poisoning;	invertebrate;	disease_or_syndrome	mental_or_behavioral_dysfunction
disrupts	mental_process	diagnoses	co-occurs_with	congenital_abnormality;	pharmacologic_substance;	cell_or_molecular_dysfunction	pathologic_function	disease_or_syndrome	mental_or_behavioral_dysfunction
result_of	mental_process	co-occurs_with	precedes	cell_function;	molecular_function;	genetic_function
result_of	environmental_effect_of_humans	occurs_in	degree_of	cell_or_molecular_dysfunction;	pathologic_function;	neoplastic_process
interacts_with	virus	causes	degree_of	pathologic_function;	fungus;	mental_or_behavioral_dysfunction	experimental_model_of_disease	cell_or_molecular_dysfunction	neoplastic_process
precedes	molecular_function	result_of	isa	behavior;	mental_process;	individual_behavior	social_behavior
isa	lipid	interacts_with	affects	genetic_function;	steroid;	hazardous_or_poisonous_substance	enzyme	biomedical_or_dental_material	pharmacologic_substance	receptor	chemical_viewed_functionally	immunologic_factor	biologically_active_substance	element_ion_or_isotope	neuroreactive_substance_or_biogenic_amine	vitamin
produces	vitamin	co-occurs_with	produces	cell_component;	molecular_function;	genetic_function
isa	human_caused_phenomenon_or_process	result_of	complicates	acquired_abnormality;	environmental_effect_of_humans;	disease_or_syndrome	neoplastic_process	congenital_abnormality	pathologic_function	anatomical_abnormality	cell_or_molecular_dysfunction
isa	spatial_concept	property_of	interacts_with	inorganic_chemical;	amino_acid_sequence;	amino_acid_peptide_or_protein
interacts_with	organic_chemical	affects	manifestation_of	injury_or_poisoning;	chemical_viewed_structurally;	disease_or_syndrome	mental_or_behavioral_dysfunction	pathologic_function	neoplastic_process
location_of	molecular_biology_research_technique	manages	exhibits	individual_behavior;	self_help_or_relief_organization;	patient_or_disabled_group
isa	conceptual_entity	affects	issue_in	biomedical_occupation_or_discipline;	regulation_or_law;	health_care_related_organization	group	population_group	patient_or_disabled_group	self_help_or_relief_organization	family_group	professional_or_occupational_group	organization
occurs_in	injury_or_poisoning	co-occurs_with	disrupts	embryonic_structure;	experimental_model_of_disease;	injury_or_poisoning
affects	cell_function	adjacent_to	location_of	disease_or_syndrome;	cell_component;	body_space_or_junction
affects	physiologic_function	carries_out	result_of	acquired_abnormality;	gene_or_genome;	genetic_function	molecular_function
result_of	organ_or_tissue_function	disrupts	affects	vertebrate;	injury_or_poisoning;	cell_function	organism_function	genetic_function	mental_process	physiologic_function	organ_or_tissue_function
process_of	fungus	produces	produces	regulation_or_law;	organism_function;	family_group
manifestation_of	cell_function	associated_with	part_of	mammal;	finding;	acquired_abnormality
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	result_of	congenital_abnormality;	sign_or_symptom;	pathologic_function	neoplastic_process	anatomical_abnormality	acquired_abnormality	cell_or_molecular_dysfunction	injury_or_poisoning
measurement_of	cell_function	isa	conceptual_part_of	behavior;	quantitative_concept;	idea_or_concept
issue_in	occupation_or_discipline	property_of	performs	therapeutic_or_preventive_procedure;	group_attribute;	professional_or_occupational_group	age_group	patient_or_disabled_group	group	population_group
process_of	natural_phenomenon_or_process	occurs_in	precedes	neoplastic_process;	neoplastic_process;	mental_or_behavioral_dysfunction
property_of	alga	isa	result_of	natural_phenomenon_or_process;	clinical_attribute;	organism_attribute
result_of	organ_or_tissue_function	disrupts	precedes	genetic_function;	injury_or_poisoning;	organism_function	cell_function	organ_or_tissue_function	mental_process
affects	clinical_attribute	produces	part_of	animal;	genetic_function;	cell_component
produces	carbohydrate	surrounds	consists_of	steroid;	tissue;	body_substance
isa	spatial_concept	property_of	causes	injury_or_poisoning;	amino_acid_sequence;	amino_acid_peptide_or_protein
isa	lipid	interacts_with	causes	experimental_model_of_disease;	steroid;	element_ion_or_isotope	chemical_viewed_functionally	neuroreactive_substance_or_biogenic_amine	hazardous_or_poisonous_substance	chemical	pharmacologic_substance	receptor	indicator_reagent_or_diagnostic_aid	biomedical_or_dental_material	vitamin	enzyme	antibiotic	immunologic_factor
issue_in	biomedical_occupation_or_discipline	indicates	part_of	bird;	laboratory_or_test_result;	anatomical_abnormality	acquired_abnormality
disrupts	fully_formed_anatomical_structure	treats	disrupts	cell_component;	antibiotic;	injury_or_poisoning
location_of	disease_or_syndrome	developmental_form_of	location_of	genetic_function;	embryonic_structure;	tissue	cell
result_of	physiologic_function	degree_of	isa	entity;	organism_attribute;	clinical_attribute
measurement_of	cell_function	conceptual_part_of	associated_with	experimental_model_of_disease;	quantitative_concept;	therapeutic_or_preventive_procedure
causes	mental_or_behavioral_dysfunction	consists_of	affects	natural_phenomenon_or_process;	body_substance;	eicosanoid	amino_acid_peptide_or_protein	steroid	lipid	organophosphorus_compound	nucleic_acid_nucleoside_or_nucleotide	carbohydrate
performs	educational_activity	associated_with	affects	molecular_function;	population_group;	anatomical_abnormality	disease_or_syndrome	mental_or_behavioral_dysfunction	experimental_model_of_disease	neoplastic_process	pathologic_function	acquired_abnormality	congenital_abnormality	cell_or_molecular_dysfunction
associated_with	geographic_area	manifestation_of	precedes	disease_or_syndrome;	behavior;	mental_or_behavioral_dysfunction
causes	cell_or_molecular_dysfunction	isa	prevents	pathologic_function;	drug_delivery_device;	medical_device
consists_of	body_substance	location_of	part_of	alga;	body_part_organ_or_organ_component;	congenital_abnormality	anatomical_abnormality
isa	conceptual_entity	property_of	produces	carbohydrate;	nucleotide_sequence;	gene_or_genome
consists_of	body_substance	location_of	result_of	congenital_abnormality;	body_part_organ_or_organ_component;	disease_or_syndrome	pathologic_function	mental_or_behavioral_dysfunction	neoplastic_process	experimental_model_of_disease	organism_function	anatomical_abnormality	acquired_abnormality	cell_or_molecular_dysfunction	injury_or_poisoning
measurement_of	cell_function	conceptual_part_of	complicates	physiologic_function;	quantitative_concept;	therapeutic_or_preventive_procedure
isa	entity	adjacent_to	adjacent_to	tissue;	body_location_or_region;	body_part_organ_or_organ_component
issue_in	occupation_or_discipline	conceptual_part_of	measures	biologic_function;	intellectual_product;	diagnostic_procedure
associated_with	biomedical_occupation_or_discipline	process_of	isa	event;	individual_behavior;	social_behavior
conceptual_part_of	behavior	result_of	issue_in	biomedical_occupation_or_discipline;	idea_or_concept;	mental_process
isa	event	measures	diagnoses	experimental_model_of_disease;	molecular_biology_research_technique;	antibiotic
conceptual_part_of	behavior	result_of	occurs_in	temporal_concept;	idea_or_concept;	mental_process
disrupts	mental_process	diagnoses	occurs_in	population_group;	pharmacologic_substance;	pathologic_function	neoplastic_process	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction	disease_or_syndrome
carries_out	educational_activity	manages	performs	daily_or_recreational_activity;	health_care_related_organization;	patient_or_disabled_group
part_of	tissue	conceptual_part_of	isa	conceptual_entity;	cell;	body_system
conceptual_part_of	cell_function	result_of	process_of	archaeon;	temporal_concept;	mental_process
location_of	enzyme	isa	interacts_with	vertebrate;	alga;	plant
result_of	cell_function	isa	associated_with	mental_or_behavioral_dysfunction;	mental_or_behavioral_dysfunction;	disease_or_syndrome
isa	functional_concept	conceptual_part_of	part_of	organism;	body_system;	fully_formed_anatomical_structure
prevents	injury_or_poisoning	treats	disrupts	mental_process;	medical_device;	injury_or_poisoning
causes	congenital_abnormality	prevents	disrupts	organism_function;	medical_device;	injury_or_poisoning
affects	physiologic_function	carries_out	affects	invertebrate;	gene_or_genome;	molecular_function	genetic_function
treats	mental_or_behavioral_dysfunction	causes	disrupts	cell_component;	antibiotic;	injury_or_poisoning
process_of	natural_phenomenon_or_process	occurs_in	process_of	organism_function;	neoplastic_process;	mental_or_behavioral_dysfunction
analyzes	chemical_viewed_structurally	assesses_effect_of	disrupts	genetic_function;	diagnostic_procedure;	biologically_active_substance	hazardous_or_poisonous_substance	antibiotic	pharmacologic_substance	neuroreactive_substance_or_biogenic_amine	hormone	receptor	immunologic_factor
carries_out	molecular_biology_research_technique	location_of	analyzes	indicator_reagent_or_diagnostic_aid;	self_help_or_relief_organization;	laboratory_procedure
manifestation_of	physiologic_function	process_of	precedes	cell_or_molecular_dysfunction;	pathologic_function;	mental_or_behavioral_dysfunction	disease_or_syndrome
isa	entity	part_of	location_of	cell_function;	cell;	tissue
part_of	rickettsia_or_chlamydia	manifestation_of	isa	disease_or_syndrome;	anatomical_abnormality;	mental_or_behavioral_dysfunction
consists_of	body_substance	location_of	isa	anatomical_structure;	body_part_organ_or_organ_component;	acquired_abnormality	congenital_abnormality	anatomical_abnormality
associated_with	biomedical_occupation_or_discipline	process_of	manifestation_of	mental_process;	individual_behavior;	social_behavior
issue_in	biomedical_occupation_or_discipline	indicates	part_of	fish;	laboratory_or_test_result;	congenital_abnormality	anatomical_abnormality	acquired_abnormality
isa	conceptual_entity	property_of	location_of	organ_or_tissue_function;	nucleotide_sequence;	gene_or_genome
conceptual_part_of	cell_function	result_of	result_of	physiologic_function;	temporal_concept;	mental_process
location_of	pathologic_function	produces	consists_of	eicosanoid;	fully_formed_anatomical_structure;	body_substance
diagnoses	cell_or_molecular_dysfunction	exhibits	associated_with	biomedical_occupation_or_discipline;	professional_or_occupational_group;	behavior	social_behavior
isa	conceptual_entity	result_of	process_of	vertebrate;	organism_attribute;	genetic_function	biologic_function	physiologic_function	organ_or_tissue_function	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction	molecular_function	pathologic_function
property_of	alga	isa	property_of	vertebrate;	clinical_attribute;	organism_attribute
issue_in	biomedical_occupation_or_discipline	indicates	part_of	animal;	laboratory_or_test_result;	acquired_abnormality	congenital_abnormality
associated_with	occupation_or_discipline	result_of	affects	genetic_function;	social_behavior;	mental_process
disrupts	mental_process	diagnoses	isa	biologic_function;	pharmacologic_substance;	neoplastic_process	cell_or_molecular_dysfunction	pathologic_function	disease_or_syndrome
assesses_effect_of	amino_acid_peptide_or_protein	method_of	diagnoses	acquired_abnormality;	laboratory_procedure;	diagnostic_procedure
interacts_with	age_group	produces	affects	professional_or_occupational_group;	family_group;	regulation_or_law
affects	biologic_function	interacts_with	interacts_with	lipid;	nucleic_acid_nucleoside_or_nucleotide;	amino_acid_peptide_or_protein	carbohydrate	organophosphorus_compound
location_of	molecular_biology_research_technique	manages	interacts_with	group;	self_help_or_relief_organization;	patient_or_disabled_group
isa	spatial_concept	property_of	affects	disease_or_syndrome;	amino_acid_sequence;	amino_acid_peptide_or_protein
isa	conceptual_entity	affects	location_of	health_care_activity;	regulation_or_law;	organization	self_help_or_relief_organization	health_care_related_organization
affects	physiologic_function	carries_out	affects	pathologic_function;	gene_or_genome;	molecular_function	genetic_function
manifestation_of	pathologic_function	associated_with	part_of	bacterium;	finding;	acquired_abnormality
prevents	injury_or_poisoning	treats	disrupts	organ_or_tissue_function;	medical_device;	injury_or_poisoning
co-occurs_with	acquired_abnormality	part_of	interacts_with	mammal;	congenital_abnormality;	alga	rickettsia_or_chlamydia	fish	fungus	plant	amphibian	invertebrate	reptile	vertebrate
performs	research_activity	isa	uses	medical_device;	patient_or_disabled_group;	group
disrupts	cell	isa	complicates	organism_function;	immunologic_factor;	biologically_active_substance
complicates	neoplastic_process	associated_with	location_of	rickettsia_or_chlamydia;	therapeutic_or_preventive_procedure;	anatomical_abnormality	congenital_abnormality
isa	entity	part_of	location_of	organ_or_tissue_function;	cell;	tissue
part_of	mammal	developmental_form_of	produces	body_substance;	embryonic_structure;	cell
isa	event	measures	treats	congenital_abnormality;	molecular_biology_research_technique;	pharmacologic_substance
precedes	neoplastic_process	occurs_in	disrupts	organ_or_tissue_function;	mental_or_behavioral_dysfunction;	injury_or_poisoning
result_of	individual_behavior	location_of	manifestation_of	cell_function;	acquired_abnormality;	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction	experimental_model_of_disease	neoplastic_process	pathologic_function
conceptual_part_of	behavior	result_of	process_of	archaeon;	idea_or_concept;	mental_process
interacts_with	virus	causes	result_of	phenomenon_or_process;	fungus;	experimental_model_of_disease	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction
result_of	cell_function	isa	associated_with	neoplastic_process;	mental_or_behavioral_dysfunction;	disease_or_syndrome
location_of	molecular_biology_research_technique	manages	produces	research_device;	self_help_or_relief_organization;	patient_or_disabled_group
causes	pathologic_function	location_of	interacts_with	enzyme;	bacterium;	neuroreactive_substance_or_biogenic_amine
isa	functional_concept	issue_in	isa	occupation_or_discipline;	body_system;	biomedical_occupation_or_discipline
affects	neoplastic_process	interacts_with	interacts_with	amino_acid_peptide_or_protein;	chemical_viewed_structurally;	nucleic_acid_nucleoside_or_nucleotide	organic_chemical
conceptual_part_of	cell_function	isa	conceptual_part_of	behavior;	temporal_concept;	idea_or_concept
produces	hormone	precedes	precedes	genetic_function;	physiologic_function;	organism_function	cell_function	molecular_function
result_of	cell_or_molecular_dysfunction	isa	location_of	neoplastic_process;	congenital_abnormality;	anatomical_abnormality
location_of	disease_or_syndrome	developmental_form_of	part_of	invertebrate;	embryonic_structure;	tissue
causes	cell_or_molecular_dysfunction	prevents	disrupts	fully_formed_anatomical_structure;	drug_delivery_device;	injury_or_poisoning
affects	cell_function	adjacent_to	interconnects	cell;	cell_component;	body_space_or_junction
isa	conceptual_entity	affects	isa	entity;	regulation_or_law;	group	organization	population_group	self_help_or_relief_organization	patient_or_disabled_group	family_group	age_group	professional_society
result_of	organ_or_tissue_function	disrupts	affects	pathologic_function;	injury_or_poisoning;	mental_process	genetic_function	physiologic_function	cell_function	organism_function
issue_in	occupation_or_discipline	conceptual_part_of	analyzes	chemical_viewed_functionally;	intellectual_product;	diagnostic_procedure
result_of	health_care_activity	degree_of	affects	individual_behavior;	cell_or_molecular_dysfunction;	mental_or_behavioral_dysfunction
measurement_of	cell_function	conceptual_part_of	uses	food;	quantitative_concept;	therapeutic_or_preventive_procedure
result_of	organism_function	occurs_in	co-occurs_with	injury_or_poisoning;	experimental_model_of_disease;	neoplastic_process
analyzes	chemical_viewed_structurally	assesses_effect_of	causes	pathologic_function;	diagnostic_procedure;	eicosanoid	organic_chemical	hazardous_or_poisonous_substance	chemical_viewed_structurally	steroid	nucleic_acid_nucleoside_or_nucleotide	indicator_reagent_or_diagnostic_aid	immunologic_factor	biologically_active_substance	chemical_viewed_functionally	inorganic_chemical	hormone	biomedical_or_dental_material	chemical	amino_acid_peptide_or_protein	carbohydrate
disrupts	cell	isa	affects	neoplastic_process;	immunologic_factor;	biologically_active_substance
manifestation_of	cell_function	associated_with	part_of	bacterium;	finding;	acquired_abnormality
causes	mental_or_behavioral_dysfunction	consists_of	affects	mental_or_behavioral_dysfunction;	body_substance;	steroid	amino_acid_peptide_or_protein	organic_chemical	carbohydrate	organophosphorus_compound
affects	vertebrate	occurs_in	co-occurs_with	molecular_function;	organ_or_tissue_function;	organism_function
associated_with	mental_or_behavioral_dysfunction	result_of	treats	pathologic_function;	disease_or_syndrome;	therapeutic_or_preventive_procedure
disrupts	cell	isa	disrupts	tissue;	immunologic_factor;	biologically_active_substance
evaluation_of	governmental_or_regulatory_activity	result_of	affects	archaeon;	qualitative_concept;	mental_process
conceptual_part_of	cell_function	result_of	process_of	natural_phenomenon_or_process;	temporal_concept;	mental_process
produces	biologically_active_substance	conceptual_part_of	isa	functional_concept;	cell;	body_system
isa	conceptual_entity	affects	isa	conceptual_entity;	regulation_or_law;	health_care_related_organization	family_group	group	organization	professional_society	population_group	patient_or_disabled_group	professional_or_occupational_group	age_group	self_help_or_relief_organization
performs	research_activity	isa	produces	regulation_or_law;	patient_or_disabled_group;	group
interacts_with	organic_chemical	affects	result_of	physiologic_function;	chemical_viewed_structurally;	organism_function	mental_or_behavioral_dysfunction	pathologic_function	neoplastic_process	mental_process	genetic_function	molecular_function
interacts_with	organic_chemical	affects	produces	enzyme;	chemical_viewed_structurally;	cell_function	physiologic_function	pathologic_function	disease_or_syndrome	mental_process	genetic_function	molecular_function	neoplastic_process	organism_function
exhibits	behavior	causes	co-occurs_with	neoplastic_process;	invertebrate;	disease_or_syndrome	mental_or_behavioral_dysfunction
isa	lipid	interacts_with	affects	disease_or_syndrome;	steroid;	immunologic_factor	enzyme	pharmacologic_substance	chemical_viewed_functionally	element_ion_or_isotope	chemical	receptor	biomedical_or_dental_material	antibiotic	indicator_reagent_or_diagnostic_aid	vitamin	biologically_active_substance
conceptual_part_of	cell_function	result_of	result_of	injury_or_poisoning;	temporal_concept;	mental_process
isa	physical_object	result_of	process_of	social_behavior;	acquired_abnormality;	individual_behavior
issue_in	biomedical_occupation_or_discipline	measurement_of	interacts_with	biomedical_or_dental_material;	laboratory_or_test_result;	inorganic_chemical	antibiotic	chemical_viewed_structurally	nucleic_acid_nucleoside_or_nucleotide	amino_acid_peptide_or_protein	eicosanoid	steroid	organophosphorus_compound	lipid
manifestation_of	physiologic_function	occurs_in	disrupts	physiologic_function;	pathologic_function;	injury_or_poisoning
disrupts	mental_process	diagnoses	process_of	mental_process;	pharmacologic_substance;	cell_or_molecular_dysfunction	pathologic_function	neoplastic_process	disease_or_syndrome
co-occurs_with	acquired_abnormality	location_of	isa	entity;	congenital_abnormality;	rickettsia_or_chlamydia	virus
location_of	pathologic_function	produces	consists_of	carbohydrate;	fully_formed_anatomical_structure;	body_substance
result_of	individual_behavior	location_of	affects	rickettsia_or_chlamydia;	acquired_abnormality;	cell_or_molecular_dysfunction	experimental_model_of_disease	mental_or_behavioral_dysfunction	pathologic_function
location_of	organism_function	interconnects	part_of	human;	body_space_or_junction;	cell
issue_in	occupation_or_discipline	conceptual_part_of	uses	clinical_drug;	intellectual_product;	diagnostic_procedure
diagnoses	cell_or_molecular_dysfunction	performs	measures	organism_attribute;	professional_or_occupational_group;	molecular_biology_research_technique
causes	cell_or_molecular_dysfunction	prevents	disrupts	organ_or_tissue_function;	drug_delivery_device;	injury_or_poisoning
analyzes	chemical_viewed_structurally	assesses_effect_of	affects	organism_function;	diagnostic_procedure;	eicosanoid	organic_chemical	amino_acid_peptide_or_protein	antibiotic	pharmacologic_substance	hormone	chemical_viewed_functionally	immunologic_factor	indicator_reagent_or_diagnostic_aid	inorganic_chemical	biologically_active_substance	biomedical_or_dental_material	receptor	hazardous_or_poisonous_substance	steroid	nucleic_acid_nucleoside_or_nucleotide	carbohydrate	chemical_viewed_structurally
interacts_with	enzyme	associated_with	location_of	biologically_active_substance;	neuroreactive_substance_or_biogenic_amine;	virus
issue_in	occupation_or_discipline	conceptual_part_of	assesses_effect_of	hazardous_or_poisonous_substance;	intellectual_product;	diagnostic_procedure
causes	mental_or_behavioral_dysfunction	consists_of	interacts_with	lipid;	body_substance;	nucleic_acid_nucleoside_or_nucleotide	amino_acid_peptide_or_protein	carbohydrate	organic_chemical	organophosphorus_compound
interacts_with	invertebrate	exhibits	affects	individual_behavior;	animal;	behavior
associated_with	occupation_or_discipline	isa	affects	individual_behavior;	social_behavior;	behavior
issue_in	occupation_or_discipline	occurs_in	affects	individual_behavior;	neoplastic_process;	mental_or_behavioral_dysfunction
location_of	organ_or_tissue_function	produces	derivative_of	tissue;	fully_formed_anatomical_structure;	body_substance
diagnoses	cell_or_molecular_dysfunction	performs	measures	vitamin;	professional_or_occupational_group;	molecular_biology_research_technique	laboratory_procedure	research_activity
isa	physical_object	result_of	associated_with	group_attribute;	acquired_abnormality;	individual_behavior	behavior
performs	educational_activity	associated_with	produces	body_substance;	population_group;	cell_or_molecular_dysfunction	experimental_model_of_disease	pathologic_function	neoplastic_process	mental_or_behavioral_dysfunction
isa	spatial_concept	property_of	isa	substance;	amino_acid_sequence;	amino_acid_peptide_or_protein
conceptual_part_of	behavior	result_of	result_of	social_behavior;	idea_or_concept;	mental_process
part_of	mammal	developmental_form_of	surrounds	body_substance;	embryonic_structure;	tissue
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	complicates	neoplastic_process;	sign_or_symptom;	pathologic_function	cell_or_molecular_dysfunction	injury_or_poisoning
precedes	molecular_function	result_of	isa	activity;	mental_process;	individual_behavior	social_behavior	behavior
carries_out	molecular_biology_research_technique	location_of	assesses_effect_of	lipid;	self_help_or_relief_organization;	laboratory_procedure
degree_of	neoplastic_process	co-occurs_with	disrupts	physiologic_function;	experimental_model_of_disease;	injury_or_poisoning
isa	event	measures	treats	sign_or_symptom;	molecular_biology_research_technique;	pharmacologic_substance	antibiotic
issue_in	occupation_or_discipline	property_of	performs	occupational_activity;	group_attribute;	population_group	age_group	group	professional_or_occupational_group
carries_out	educational_activity	manages	produces	clinical_drug;	health_care_related_organization;	patient_or_disabled_group
causes	cell_or_molecular_dysfunction	prevents	disrupts	mental_process;	drug_delivery_device;	injury_or_poisoning
result_of	cell_function	isa	isa	pathologic_function;	mental_or_behavioral_dysfunction;	disease_or_syndrome
associated_with	biomedical_occupation_or_discipline	process_of	isa	behavior;	individual_behavior;	social_behavior
associated_with	geographic_area	affects	result_of	mental_process;	behavior;	individual_behavior	social_behavior
interacts_with	organic_chemical	affects	process_of	organism;	chemical_viewed_structurally;	mental_or_behavioral_dysfunction	organism_function	cell_function	pathologic_function	molecular_function	mental_process	disease_or_syndrome	neoplastic_process	genetic_function	physiologic_function
conceptual_part_of	cell_function	result_of	affects	mental_or_behavioral_dysfunction;	temporal_concept;	mental_process
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	isa	natural_phenomenon_or_process;	sign_or_symptom;	neoplastic_process	pathologic_function	cell_or_molecular_dysfunction
measures	receptor	uses	causes	acquired_abnormality;	research_activity;	research_device
associated_with	geographic_area	manifestation_of	result_of	health_care_activity;	behavior;	mental_or_behavioral_dysfunction
conceptual_part_of	cell_function	result_of	result_of	organism_function;	temporal_concept;	mental_process
precedes	molecular_function	degree_of	affects	organism_attribute;	mental_process;	organism_function
isa	functional_concept	conceptual_part_of	issue_in	occupation_or_discipline;	body_system;	fully_formed_anatomical_structure
result_of	individual_behavior	location_of	process_of	molecular_function;	acquired_abnormality;	pathologic_function	experimental_model_of_disease	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction
produces	carbohydrate	surrounds	location_of	experimental_model_of_disease;	tissue;	cell
evaluation_of	biologic_function	associated_with	location_of	disease_or_syndrome;	finding;	anatomical_abnormality
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	occurs_in	professional_or_occupational_group;	sign_or_symptom;	neoplastic_process	pathologic_function	cell_or_molecular_dysfunction	congenital_abnormality	anatomical_abnormality
exhibits	behavior	causes	manifestation_of	mental_or_behavioral_dysfunction;	invertebrate;	cell_or_molecular_dysfunction	disease_or_syndrome
affects	cell_function	part_of	developmental_form_of	body_part_organ_or_organ_component;	cell_component;	tissue
disrupts	fully_formed_anatomical_structure	treats	disrupts	fully_formed_anatomical_structure;	antibiotic;	injury_or_poisoning
associated_with	occupation_or_discipline	isa	associated_with	group_attribute;	social_behavior;	behavior
co-occurs_with	genetic_function	isa	process_of	amphibian;	molecular_function;	biologic_function
treats	mental_or_behavioral_dysfunction	isa	affects	pathologic_function;	antibiotic;	chemical
location_of	genetic_function	developmental_form_of	surrounds	body_substance;	embryonic_structure;	tissue
precedes	molecular_function	degree_of	affects	neoplastic_process;	mental_process;	organism_function
assesses_effect_of	amino_acid_peptide_or_protein	method_of	assesses_effect_of	steroid;	laboratory_procedure;	diagnostic_procedure
complicates	neoplastic_process	uses	causes	disease_or_syndrome;	therapeutic_or_preventive_procedure;	antibiotic	medical_device	manufactured_object	food	drug_delivery_device	pharmacologic_substance
co-occurs_with	genetic_function	isa	affects	fungus;	molecular_function;	biologic_function
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	process_of	physiologic_function;	sign_or_symptom;	pathologic_function	neoplastic_process
process_of	fungus	produces	performs	therapeutic_or_preventive_procedure;	organism_function;	age_group
isa	entity	adjacent_to	adjacent_to	body_space_or_junction;	body_location_or_region;	body_part_organ_or_organ_component
occurs_in	injury_or_poisoning	co-occurs_with	disrupts	body_part_organ_or_organ_component;	experimental_model_of_disease;	injury_or_poisoning
location_of	vitamin	isa	interacts_with	mammal;	alga;	plant
exhibits	behavior	causes	process_of	invertebrate;	invertebrate;	mental_or_behavioral_dysfunction	disease_or_syndrome	cell_or_molecular_dysfunction
diagnoses	cell_or_molecular_dysfunction	exhibits	manifestation_of	mental_or_behavioral_dysfunction;	professional_or_occupational_group;	social_behavior	behavior
affects	physiologic_function	carries_out	process_of	organism;	gene_or_genome;	molecular_function	genetic_function
isa	conceptual_entity	result_of	process_of	organ_or_tissue_function;	organism_attribute;	molecular_function	pathologic_function	physiologic_function	mental_or_behavioral_dysfunction	natural_phenomenon_or_process	cell_or_molecular_dysfunction	biologic_function
degree_of	neoplastic_process	co-occurs_with	disrupts	cell;	experimental_model_of_disease;	injury_or_poisoning
causes	mental_or_behavioral_dysfunction	consists_of	interacts_with	hormone;	body_substance;	eicosanoid	organophosphorus_compound	lipid	carbohydrate	amino_acid_peptide_or_protein
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	process_of	genetic_function;	sign_or_symptom;	cell_or_molecular_dysfunction	pathologic_function
manifestation_of	mental_process	location_of	location_of	vitamin;	acquired_abnormality;	bacterium	fungus
result_of	organ_or_tissue_function	disrupts	affects	genetic_function;	injury_or_poisoning;	cell_component	mental_process	physiologic_function	gene_or_genome	organism_function
issue_in	occupation_or_discipline	occurs_in	precedes	neoplastic_process;	neoplastic_process;	mental_or_behavioral_dysfunction
affects	clinical_attribute	produces	part_of	cell;	genetic_function;	cell_component
evaluation_of	governmental_or_regulatory_activity	result_of	produces	body_substance;	qualitative_concept;	mental_process
isa	entity	location_of	adjacent_to	cell;	body_location_or_region;	body_part_organ_or_organ_component
isa	biologic_function	precedes	occurs_in	mental_or_behavioral_dysfunction;	cell_or_molecular_dysfunction;	neoplastic_process
isa	conceptual_entity	result_of	process_of	fungus;	organism_attribute;	organ_or_tissue_function	pathologic_function	genetic_function	physiologic_function	cell_or_molecular_dysfunction	biologic_function
associated_with	congenital_abnormality	conceptually_related_to	isa	entity;	individual_behavior;	idea_or_concept
associated_with	mental_or_behavioral_dysfunction	precedes	result_of	physiologic_function;	disease_or_syndrome;	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction	pathologic_function
result_of	organ_or_tissue_function	disrupts	process_of	mental_or_behavioral_dysfunction;	injury_or_poisoning;	organism_function	mental_process	physiologic_function	cell_function	genetic_function
co-occurs_with	acquired_abnormality	part_of	interacts_with	fish;	congenital_abnormality;	amphibian	animal	fungus	rickettsia_or_chlamydia	plant	vertebrate	alga
issue_in	occupation_or_discipline	occurs_in	manifestation_of	neoplastic_process;	neoplastic_process;	mental_or_behavioral_dysfunction
analyzes	chemical_viewed_structurally	assesses_effect_of	disrupts	molecular_function;	diagnostic_procedure;	pharmacologic_substance	immunologic_factor	biologically_active_substance	antibiotic	hormone	hazardous_or_poisonous_substance	neuroreactive_substance_or_biogenic_amine
performs	research_activity	isa	uses	research_device;	patient_or_disabled_group;	group
affects	clinical_attribute	produces	part_of	invertebrate;	genetic_function;	cell_component
measurement_of	cell_function	conceptual_part_of	issue_in	occupation_or_discipline;	quantitative_concept;	therapeutic_or_preventive_procedure
location_of	congenital_abnormality	part_of	location_of	organ_or_tissue_function;	cell;	tissue
causes	cell_or_molecular_dysfunction	isa	prevents	disease_or_syndrome;	drug_delivery_device;	medical_device
process_of	natural_phenomenon_or_process	co-occurs_with	disrupts	fully_formed_anatomical_structure;	neoplastic_process;	injury_or_poisoning
